leading_item_id,following_item_id,value
UGEQLMXM,VBYCLTYZ,635263
BLANHGYY,WPQXWHYO,0
SUOYXCHP,AHMDUILJ,92464
APQGTRMF,QVLMOEYE,1019840
BLANHGYY,SUOYXCHP,180
RCBZUSIM,SAHWCZNH,2014553
RCBZUSIM,BJALXPFS,225706
NAQIHUKZ,MBSBZBXA,4694801
BTMOEMEP,AXULOHBQ,55836
QVLMOEYE,WPQXWHYO,10465466
ZCELVYQU,SDWAYPIK,4923775
YSYHGLQK,ZKENOUDA,375416
UGEQLMXM,IGDVVKUD,3844
XIPPENFQ,FQCLOEXA,2009140
ZGJXVMNI,LPHPPJUG,1259057
BTMOEMEP,ATLDMDBO,36130621
OGAFEHLU,UGEQLMXM,0
PYZMVUWD,XIFHSOWQ,0
NAQIHUKZ,GKQIJYDH,0
JSLXRQOK,ZXERAXWP,16603
VMAQSTJE,KEUWZRKO,324222
LRVGFDFM,IGDVVKUD,8771
SDWAYPIK,VBYCLTYZ,370939
RCBZUSIM,RJGPVEXX,570206
VUAFAIYJ,WBLJNPZQ,113454
BLANHGYY,FQCLOEXA,1784911
XIPPENFQ,ZGJXVMNI,2848904
AXULOHBQ,UXSPKBJR,333321
AANGBULD,LLHREMKS,0
BLANHGYY,EVBVXETX,0
JSLXRQOK,BLANHGYY,37932
OXKURKXR,KEUWZRKO,315880
JSLXRQOK,VWMBASNE,159988
QRKRBYJL,OKMBFVKS,1134987
GYHKIVQT,WPQXWHYO,10537644
VBYCLTYZ,VMAQSTJE,5400
QRKRBYJL,RAWUKQMJ,3406924
LRVGFDFM,HXYSSRXE,5051780
SDWAYPIK,APQGTRMF,99431
OGAFEHLU,ATLDMDBO,39759281
DEWLVASR,VMAQSTJE,13265
AXULOHBQ,VWMBASNE,121458
OGAFEHLU,VBYCLTYZ,0
JSLXRQOK,FWUCPMMW,5645
KAGJCHMR,LLHREMKS,46135
SAHWCZNH,FRHNWLNI,698671
XUOIQPFL,OGAFEHLU,39969
ATLDMDBO,ZGJXVMNI,2685888
RCBZUSIM,QJQJSWFU,115021
NAQIHUKZ,ZCELVYQU,0
XIFHSOWQ,EVBVXETX,5594294
LRVGFDFM,OGAFEHLU,1292
APQGTRMF,GYHKIVQT,24143854
FWUCPMMW,FDXPMYGF,1573
UGEQLMXM,FQCLOEXA,1855478
UGEQLMXM,DBWLZWNK,85467
UIFPPCLR,GYHKIVQT,21768051
VUAFAIYJ,ATLDMDBO,38112112
VBYCLTYZ,APQGTRMF,72140
OGAFEHLU,DNMPSKTB,4823552
OGAFEHLU,FDXPMYGF,1321
FQCLOEXA,UXSPKBJR,337208
VUAFAIYJ,LRVGFDFM,2366427
ZGJXVMNI,EVBVXETX,5315225
TGOELCAG,KEUWZRKO,294524
VBYCLTYZ,FQCLOEXA,2071834
VWMBASNE,WBLJNPZQ,92508
VBYCLTYZ,DJBLNPNC,110
LUENUFGA,WBLJNPZQ,128613
SDWAYPIK,ZKENOUDA,346044
ATLDMDBO,NZKBIBNU,244284
ELQGMQWE,FWUCPMMW,8312
KEUWZRKO,NZKBIBNU,290706
VBYCLTYZ,PYZMVUWD,67
OGAFEHLU,SDWAYPIK,0
RCBZUSIM,FDXPMYGF,1333
GYHKIVQT,DEWLVASR,376402
ATLDMDBO,OXKURKXR,98714
QRKRBYJL,XUOIQPFL,2067806
QRKRBYJL,VMAQSTJE,3383
BSRMSVTC,LUENUFGA,3011360
LUENUFGA,QRKRBYJL,2375112
SDWAYPIK,JPBRUTWP,5448832
LSOIUSXD,LRVGFDFM,1034723
UXSPKBJR,SAHWCZNH,1451177
WHPUAOID,XIPPENFQ,175626
LRVGFDFM,VBYCLTYZ,483327
RCBZUSIM,BSRMSVTC,336455
DEWLVASR,FITUEHWN,71558
QVLMOEYE,DJBLNPNC,91
ZGJXVMNI,FQCLOEXA,1953143
AANGBULD,ZKENOUDA,364693
HXYSSRXE,SAHWCZNH,1613317
GKQIJYDH,QJQJSWFU,187947
XUOIQPFL,HXYSSRXE,5090548
OKMBFVKS,BTMOEMEP,8505657
DNMPSKTB,ZKENOUDA,421934
BTMOEMEP,QVLMOEYE,930631
VBYCLTYZ,RCBZUSIM,28824
AANGBULD,APQGTRMF,65704
ZGJXVMNI,AANGBULD,425286
VWMBASNE,FCYBOAXC,111654816
ATLDMDBO,WPQXWHYO,10466853
AANGBULD,FWUCPMMW,5594
XIPPENFQ,ZKENOUDA,309296
HCDTGMST,UXSPKBJR,311794
UGEQLMXM,DNMPSKTB,5354462
ATLDMDBO,ZKENOUDA,449921
DNMPSKTB,FQCLOEXA,2074638
QVLMOEYE,KEUWZRKO,304658
QVLMOEYE,PYZMVUWD,73
LUENUFGA,MIRCVAMV,6256
KJNSOAHR,BSRMSVTC,277508
IGDVVKUD,BTMOEMEP,11017159
FQCLOEXA,QJQJSWFU,79461
OXKURKXR,FDXPMYGF,956
APQGTRMF,AXULOHBQ,36757
XIIEJNEE,SUOYXCHP,59
BSRMSVTC,MIRCVAMV,24198
SDWAYPIK,ATLDMDBO,40610385
XIFHSOWQ,NZKBIBNU,211004
UXSPKBJR,DNMPSKTB,5110334
QVLMOEYE,BJALXPFS,213340
VUAFAIYJ,UIFPPCLR,95347
DBWLZWNK,BSRMSVTC,335352
UGEQLMXM,QRKRBYJL,1637072
XIFHSOWQ,SAHWCZNH,1787584
FQCLOEXA,EVBVXETX,5662842
JPBRUTWP,GYHKIVQT,21882178
QVLMOEYE,VMAQSTJE,8886
JBVHSUWY,KJNSOAHR,15645699
VWMBASNE,VUAFAIYJ,529142
JERHKLYW,LPHPPJUG,1131321
YSYHGLQK,LPHPPJUG,1193485
SDWAYPIK,XUOIQPFL,2070736
ELQGMQWE,ZCELVYQU,177154
SDWAYPIK,LUENUFGA,2976240
ATLDMDBO,BTMOEMEP,11841197
KJNSOAHR,ZCELVYQU,178367
JPBRUTWP,QVLMOEYE,1035895
ELQGMQWE,OKMBFVKS,1300774
XIIEJNEE,LRVGFDFM,2982106
JSLXRQOK,WQMVCOEM,20539
LRVGFDFM,ATLDMDBO,34993222
PYZMVUWD,MIRCVAMV,27029
FITUEHWN,SAAYMURU,24968
SDWAYPIK,XIFHSOWQ,44085
ZCELVYQU,BLANHGYY,20474
AXULOHBQ,RJGPVEXX,558547
KEUWZRKO,UQYUIVVR,3903939
QVLMOEYE,RJGPVEXX,561758
RCBZUSIM,OGAFEHLU,267
SAAYMURU,MBSBZBXA,3951137
XUOIQPFL,UGEQLMXM,82290
XUOIQPFL,JPBRUTWP,5424437
SDWAYPIK,AXULOHBQ,47803
XIIEJNEE,FITUEHWN,0
UGEQLMXM,WBLJNPZQ,95256
NAQIHUKZ,FWUCPMMW,1599
PYZMVUWD,QJQJSWFU,100710
OXKURKXR,AXULOHBQ,26285
DNMPSKTB,ATLDMDBO,42416031
HXYSSRXE,FQCLOEXA,2122080
DJBLNPNC,VMAQSTJE,0
GYHKIVQT,NZKBIBNU,274707
NZKBIBNU,FWUCPMMW,3003
ELQGMQWE,XUOIQPFL,2558696
DBWLZWNK,AXULOHBQ,38088
SAHWCZNH,HXYSSRXE,5100575
BLANHGYY,TGOELCAG,91749
ATLDMDBO,JPBRUTWP,5618122
UGEQLMXM,BLANHGYY,19906
XIIEJNEE,ATLDMDBO,34857456
SDWAYPIK,OKMBFVKS,1107790
VUAFAIYJ,DUCMGGNW,522765
ZCELVYQU,WBLJNPZQ,129465
JERHKLYW,ZGJXVMNI,2574867
SDWAYPIK,DNMPSKTB,5067937
ATLDMDBO,SDWAYPIK,5041100
AXULOHBQ,FQCLOEXA,2001871
WBLJNPZQ,JPBRUTWP,5509370
DNMPSKTB,WPQXWHYO,10779803
VBYCLTYZ,JPBRUTWP,5500680
ZCELVYQU,BSRMSVTC,500447
QRKRBYJL,OXKURKXR,126101
NZKBIBNU,EVBVXETX,5739979
UXSPKBJR,AXULOHBQ,39019
SAAYMURU,VWMBASNE,108773
XIIEJNEE,TGOELCAG,0
GYHKIVQT,AXULOHBQ,50858
XIIEJNEE,RCBZUSIM,26219
VBYCLTYZ,BJALXPFS,198332
WQMVCOEM,BJALXPFS,238897
VBYCLTYZ,RJGPVEXX,559792
IGDVVKUD,HCDTGMST,50223
TGOELCAG,KAGJCHMR,5091
BUZIIBYG,FWUCPMMW,1593
VBYCLTYZ,GYHKIVQT,21670720
QRKRBYJL,WBLJNPZQ,108286
QVLMOEYE,ATLDMDBO,37955837
BTMOEMEP,DNMPSKTB,4670597
QRKRBYJL,APQGTRMF,227169
LLHREMKS,ZXERAXWP,22735
ELQGMQWE,VBYCLTYZ,486985
YSYHGLQK,AANGBULD,421122
QRKRBYJL,ZGJXVMNI,2255181
ZCELVYQU,KEUWZRKO,0
LRVGFDFM,JPBRUTWP,5270499
ZCELVYQU,UGEQLMXM,0
BTMOEMEP,FDXPMYGF,1313
BTMOEMEP,QRKRBYJL,2162105
GYHKIVQT,SAHWCZNH,1532107
VBYCLTYZ,WPQXWHYO,10295952
FRHNWLNI,PYZMVUWD,95
DBWLZWNK,OGAFEHLU,1433
RCBZUSIM,WPQXWHYO,10896078
RCBZUSIM,QVLMOEYE,998933
YSYHGLQK,WPQXWHYO,10400885
LSOIUSXD,VWMBASNE,130770
BTMOEMEP,RCBZUSIM,13568
OGAFEHLU,FCYBOAXC,112998019
JPBRUTWP,ATLDMDBO,37142126
IGDVVKUD,SUOYXCHP,166
LRVGFDFM,BSRMSVTC,275943
BSRMSVTC,UXSPKBJR,408972
ZGJXVMNI,FTSVTTSR,145059
BSRMSVTC,TGOELCAG,110521
ATLDMDBO,FQCLOEXA,2284089
LSOIUSXD,CCLHWFWF,14634012
KJNSOAHR,AXULOHBQ,39878
FTSVTTSR,FWUCPMMW,1698
MBSBZBXA,QVLMOEYE,904899
QRKRBYJL,BTMOEMEP,10080774
QRKRBYJL,JPBRUTWP,5489718
LLHREMKS,FWUCPMMW,2103
LUENUFGA,WPQXWHYO,11971045
BSRMSVTC,VWMBASNE,104937
UXSPKBJR,HXYSSRXE,5527322
SNHYOVBM,DJBLNPNC,63
VUAFAIYJ,CCLHWFWF,14506670
UGEQLMXM,LSOIUSXD,106342
DBWLZWNK,BJALXPFS,218751
QVLMOEYE,EVBVXETX,5474396
OGAFEHLU,DEWLVASR,432817
LRVGFDFM,LSOIUSXD,101935
FQCLOEXA,WPQXWHYO,12152929
UGEQLMXM,JPBRUTWP,5221526
JPBRUTWP,DNMPSKTB,4986568
ROACSLMG,FQCLOEXA,2031376
APQGTRMF,WHPUAOID,25375
ATLDMDBO,UGEQLMXM,108296
FWUCPMMW,WHPUAOID,30690
FWUCPMMW,PYZMVUWD,405
XMKRPGLB,OJIFIHMZ,3001245
AXULOHBQ,ATLDMDBO,42329754
HCDTGMST,LPHPPJUG,1256145
SDWAYPIK,OXKURKXR,115468
EVBVXETX,HXYSSRXE,5102613
RJGPVEXX,ZKENOUDA,394162
BTMOEMEP,GYHKIVQT,20623822
CCLHWFWF,WHPUAOID,20539
VBYCLTYZ,SDWAYPIK,5972328
UXSPKBJR,RCBZUSIM,31115
AXULOHBQ,FRHNWLNI,738793
WHPUAOID,LLHREMKS,29993
LTOYKIML,OXKURKXR,129314
XIIEJNEE,WBLJNPZQ,137481
XIPPENFQ,LTOYKIML,316387
APQGTRMF,BSRMSVTC,351560
FWUCPMMW,XIFHSOWQ,33795
DEWLVASR,LPHPPJUG,1134438
ZCELVYQU,DNMPSKTB,5370908
FTSVTTSR,ZCELVYQU,205472
BTMOEMEP,ZGJXVMNI,2791691
AANGBULD,GYHKIVQT,26818336
QKXNTIIB,ATLDMDBO,35910831
LUENUFGA,BJALXPFS,273653
XUOIQPFL,AXULOHBQ,39514
QVLMOEYE,WBLJNPZQ,105579
UGEQLMXM,QJQJSWFU,125601
XUOIQPFL,WBLJNPZQ,113971
JERHKLYW,DBWLZWNK,176340
XIIEJNEE,SNHYOVBM,68909
DBWLZWNK,WHPUAOID,28246
