leading_item_id,following_item_id,value
APQGTRMF,DBWLZWNK,949691
APQGTRMF,DJBLNPNC,0
APQGTRMF,DNMPSKTB,4587388
APQGTRMF,DUCMGGNW,666680
APQGTRMF,EVBVXETX,6274450
APQGTRMF,FDXPMYGF,785
APQGTRMF,FQCLOEXA,1699532
APQGTRMF,GYHKIVQT,25095170
APQGTRMF,HXYSSRXE,5253584
APQGTRMF,JPBRUTWP,4108380
APQGTRMF,KEUWZRKO,107942
APQGTRMF,LPHPPJUG,1744632
APQGTRMF,LUENUFGA,3338154
APQGTRMF,NZKBIBNU,263009
APQGTRMF,OGAFEHLU,448
APQGTRMF,OKMBFVKS,284488
APQGTRMF,OXKURKXR,163404
APQGTRMF,PYZMVUWD,0
APQGTRMF,QKXNTIIB,1357663
APQGTRMF,QRKRBYJL,2953149
APQGTRMF,QVLMOEYE,923501
APQGTRMF,RAWUKQMJ,3107952
APQGTRMF,RCBZUSIM,42720
APQGTRMF,RJGPVEXX,340881
APQGTRMF,SAHWCZNH,1718253
APQGTRMF,SDWAYPIK,5016124
APQGTRMF,UGEQLMXM,211474
APQGTRMF,UIFPPCLR,179533
APQGTRMF,VMAQSTJE,5442
APQGTRMF,WBLJNPZQ,69520
APQGTRMF,WHPUAOID,34522
APQGTRMF,WPQXWHYO,10222446
APQGTRMF,WQMVCOEM,39136
APQGTRMF,XIFHSOWQ,59415
APQGTRMF,XMKRPGLB,763582
APQGTRMF,XUOIQPFL,1842738
APQGTRMF,YSYHGLQK,6270
APQGTRMF,ZGJXVMNI,2533309
APQGTRMF,ZKENOUDA,606616
ATLDMDBO,AANGBULD,599555
ATLDMDBO,APQGTRMF,194941
ATLDMDBO,AXULOHBQ,36689
ATLDMDBO,BJALXPFS,284583
ATLDMDBO,BSRMSVTC,263208
ATLDMDBO,BTMOEMEP,6745651
ATLDMDBO,DBWLZWNK,939945
ATLDMDBO,DEWLVASR,657794
ATLDMDBO,DNMPSKTB,4631780
ATLDMDBO,ELQGMQWE,725501
ATLDMDBO,EVBVXETX,6185024
ATLDMDBO,FDXPMYGF,522
ATLDMDBO,FQCLOEXA,1787372
ATLDMDBO,GYHKIVQT,34338117
ATLDMDBO,HXYSSRXE,5402318
ATLDMDBO,IGDVVKUD,189
ATLDMDBO,JBVHSUWY,212325
ATLDMDBO,JPBRUTWP,4455804
ATLDMDBO,KEUWZRKO,171212
ATLDMDBO,KJNSOAHR,24274979
ATLDMDBO,LPHPPJUG,1681720
ATLDMDBO,LRVGFDFM,89272199
ATLDMDBO,LUENUFGA,3249576
ATLDMDBO,NZKBIBNU,225733
ATLDMDBO,OGAFEHLU,16805
ATLDMDBO,OKMBFVKS,891162
ATLDMDBO,OXKURKXR,164373
ATLDMDBO,PYZMVUWD,0
ATLDMDBO,QJQJSWFU,132792
ATLDMDBO,QRKRBYJL,2750175
ATLDMDBO,QVLMOEYE,835041
ATLDMDBO,RAWUKQMJ,3085095
ATLDMDBO,RCBZUSIM,40411
ATLDMDBO,RJGPVEXX,348574
ATLDMDBO,SAHWCZNH,1730492
ATLDMDBO,SDWAYPIK,5003970
ATLDMDBO,UGEQLMXM,135416
ATLDMDBO,UIFPPCLR,206717
ATLDMDBO,UXSPKBJR,231323
ATLDMDBO,VBYCLTYZ,472824
ATLDMDBO,VMAQSTJE,13823
ATLDMDBO,WBLJNPZQ,55457
ATLDMDBO,WPQXWHYO,8107514
ATLDMDBO,XIFHSOWQ,62589
ATLDMDBO,XUOIQPFL,1927249
ATLDMDBO,ZGJXVMNI,2599906
ATLDMDBO,ZKENOUDA,606679
AXULOHBQ,ATLDMDBO,37179946
AXULOHBQ,BJALXPFS,155689
AXULOHBQ,BSRMSVTC,511274
AXULOHBQ,DNMPSKTB,4298318
AXULOHBQ,EVBVXETX,6103435
AXULOHBQ,FDXPMYGF,818
AXULOHBQ,FQCLOEXA,1581269
AXULOHBQ,FRHNWLNI,718874
AXULOHBQ,HCDTGMST,472374
AXULOHBQ,HXYSSRXE,5278126
AXULOHBQ,KEUWZRKO,111007
AXULOHBQ,KJNSOAHR,23952772
AXULOHBQ,LUENUFGA,3546288
AXULOHBQ,NZKBIBNU,281702
AXULOHBQ,OGAFEHLU,2131
AXULOHBQ,OKMBFVKS,295178
AXULOHBQ,PYZMVUWD,0
AXULOHBQ,QJQJSWFU,132080
AXULOHBQ,RCBZUSIM,4833
AXULOHBQ,RJGPVEXX,262555
AXULOHBQ,SAHWCZNH,1772300
AXULOHBQ,UXSPKBJR,258131
AXULOHBQ,VMAQSTJE,21800
AXULOHBQ,VUAFAIYJ,232865
AXULOHBQ,VWMBASNE,110622
AXULOHBQ,WBLJNPZQ,82944
AXULOHBQ,WPQXWHYO,11940891
AXULOHBQ,XIFHSOWQ,51359
AXULOHBQ,XIPPENFQ,178700
AXULOHBQ,XUOIQPFL,1867074
AXULOHBQ,ZGJXVMNI,2707866
AXULOHBQ,ZKENOUDA,616235
AXULOHBQ,ZXERAXWP,386351
BEZYMBBT,AHMDUILJ,2297
BEZYMBBT,ATLDMDBO,35937068
BEZYMBBT,AXULOHBQ,37026
BEZYMBBT,DBWLZWNK,1009979
BEZYMBBT,DNMPSKTB,4437248
BEZYMBBT,ELQGMQWE,1180060
BEZYMBBT,FQCLOEXA,1843732
BEZYMBBT,GYHKIVQT,28045746
BEZYMBBT,HXYSSRXE,5592094
BEZYMBBT,JPBRUTWP,4242150
BEZYMBBT,KEUWZRKO,163297
BEZYMBBT,KJNSOAHR,20615106
BEZYMBBT,LPHPPJUG,1555072
BEZYMBBT,OKMBFVKS,285782
BEZYMBBT,PYZMVUWD,0
BEZYMBBT,QRKRBYJL,3051038
BEZYMBBT,QVLMOEYE,870401
BEZYMBBT,RAWUKQMJ,2857566
BEZYMBBT,RCBZUSIM,39203
BEZYMBBT,RJGPVEXX,255665
BEZYMBBT,SDWAYPIK,4788926
BEZYMBBT,UIFPPCLR,177805
BEZYMBBT,WBLJNPZQ,71045
BEZYMBBT,XMKRPGLB,627543
BEZYMBBT,YSYHGLQK,4760
BEZYMBBT,ZGJXVMNI,2650426
BEZYMBBT,ZKENOUDA,621671
BEZYMBBT,ZXERAXWP,368152
BJALXPFS,APQGTRMF,212592
BJALXPFS,ATLDMDBO,36985842
BJALXPFS,AXULOHBQ,37500
BJALXPFS,BEZYMBBT,3538765
BJALXPFS,DNMPSKTB,4492389
BJALXPFS,EVBVXETX,6292694
BJALXPFS,FDXPMYGF,917
BJALXPFS,FITUEHWN,154943
BJALXPFS,GYHKIVQT,27119729
BJALXPFS,HCDTGMST,210947
BJALXPFS,KEUWZRKO,110861
BJALXPFS,LTOYKIML,546488
BJALXPFS,OGAFEHLU,20802
BJALXPFS,QRKRBYJL,2838783
BJALXPFS,QVLMOEYE,886687
BJALXPFS,RCBZUSIM,42386
BJALXPFS,RJGPVEXX,348207
BJALXPFS,SAAYMURU,39698
BJALXPFS,SDWAYPIK,5010304
BJALXPFS,SNHYOVBM,11146
BJALXPFS,UGEQLMXM,210083
BJALXPFS,UIFPPCLR,180696
BJALXPFS,VMAQSTJE,27704
BJALXPFS,VWMBASNE,127263
BJALXPFS,XIPPENFQ,167923
BJALXPFS,XUOIQPFL,1854904
BJALXPFS,ZKENOUDA,597686
BLANHGYY,AXULOHBQ,29281
BLANHGYY,BJALXPFS,182403
BLANHGYY,BSRMSVTC,450477
BLANHGYY,DNMPSKTB,4511231
BLANHGYY,EVBVXETX,6275807
BLANHGYY,FDXPMYGF,1147
BLANHGYY,FITUEHWN,624880
BLANHGYY,FQCLOEXA,1538794
BLANHGYY,FRHNWLNI,627860
BLANHGYY,HCDTGMST,573847
BLANHGYY,HXYSSRXE,5407781
BLANHGYY,JBVHSUWY,212735
BLANHGYY,JPBRUTWP,4466833
BLANHGYY,KEUWZRKO,109883
BLANHGYY,LPHPPJUG,1558026
BLANHGYY,LRVGFDFM,160444883
BLANHGYY,LUENUFGA,3331454
BLANHGYY,OGAFEHLU,30562
BLANHGYY,PYZMVUWD,0
BLANHGYY,QJQJSWFU,148628
BLANHGYY,RJGPVEXX,372584
BLANHGYY,SAHWCZNH,1707337
BLANHGYY,SDWAYPIK,5109185
BLANHGYY,STZDBITS,28169942
BLANHGYY,SUOYXCHP,2
BLANHGYY,TGOELCAG,435433
BLANHGYY,UIFPPCLR,171580
BLANHGYY,UQYUIVVR,4977455
BLANHGYY,VMAQSTJE,8081
BLANHGYY,VWMBASNE,115069
BLANHGYY,WBLJNPZQ,72315
BLANHGYY,WPQXWHYO,12069068
BLANHGYY,WQMVCOEM,221636
BLANHGYY,XIFHSOWQ,50541
BLANHGYY,XIPPENFQ,112896
BLANHGYY,XUOIQPFL,1873190
BLANHGYY,ZXERAXWP,347147
BSRMSVTC,BEZYMBBT,3336800
BSRMSVTC,EVBVXETX,7453380
BSRMSVTC,FITUEHWN,187355
BSRMSVTC,HCDTGMST,695577
BSRMSVTC,JBVHSUWY,275452
BSRMSVTC,JPBRUTWP,4267334
BSRMSVTC,KEUWZRKO,108850
BSRMSVTC,LRVGFDFM,61563834
BSRMSVTC,LSOIUSXD,40380
BSRMSVTC,LUENUFGA,3337948
BSRMSVTC,MBSBZBXA,5870369
BSRMSVTC,MIRCVAMV,105673
BSRMSVTC,OGAFEHLU,276
BSRMSVTC,PYZMVUWD,0
BSRMSVTC,RJGPVEXX,338543
BSRMSVTC,ROACSLMG,3018009
BSRMSVTC,STZDBITS,24754003
BSRMSVTC,TGOELCAG,413478
BSRMSVTC,UIFPPCLR,179018
BSRMSVTC,UXSPKBJR,230884
BSRMSVTC,VMAQSTJE,4005
BSRMSVTC,VWMBASNE,128393
BSRMSVTC,WBLJNPZQ,110569
BSRMSVTC,WPQXWHYO,12122201
BSRMSVTC,XIFHSOWQ,48741
BSRMSVTC,XIPPENFQ,182062
BSRMSVTC,XUOIQPFL,1957784
BTMOEMEP,APQGTRMF,190862
BTMOEMEP,ATLDMDBO,39905060
BTMOEMEP,AXULOHBQ,37825
BTMOEMEP,BEZYMBBT,2313061
BTMOEMEP,BJALXPFS,272591
BTMOEMEP,BLANHGYY,62
BTMOEMEP,BSRMSVTC,255805
BTMOEMEP,DBWLZWNK,1018695
BTMOEMEP,DEWLVASR,650151
BTMOEMEP,DJBLNPNC,0
BTMOEMEP,DNMPSKTB,4562442
BTMOEMEP,ELQGMQWE,741999
BTMOEMEP,EVBVXETX,6192729
BTMOEMEP,FDXPMYGF,845
BTMOEMEP,FQCLOEXA,1545169
BTMOEMEP,FRHNWLNI,642759
BTMOEMEP,GYHKIVQT,28982882
BTMOEMEP,HXYSSRXE,5456552
BTMOEMEP,IGDVVKUD,206
BTMOEMEP,JBVHSUWY,207496
BTMOEMEP,JPBRUTWP,4466397
BTMOEMEP,KEUWZRKO,167778
BTMOEMEP,LPHPPJUG,1649269
BTMOEMEP,LRVGFDFM,79626426
BTMOEMEP,OGAFEHLU,5108
BTMOEMEP,OKMBFVKS,247063
BTMOEMEP,OXKURKXR,166015
BTMOEMEP,PYZMVUWD,0
BTMOEMEP,QRKRBYJL,2734174
BTMOEMEP,QVLMOEYE,990910
BTMOEMEP,RAWUKQMJ,3056869
BTMOEMEP,RCBZUSIM,41634
BTMOEMEP,RJGPVEXX,360226
BTMOEMEP,SAHWCZNH,1727568
BTMOEMEP,SDWAYPIK,5083697
BTMOEMEP,SUOYXCHP,0
BTMOEMEP,TGOELCAG,428186
BTMOEMEP,UGEQLMXM,146354
BTMOEMEP,UXSPKBJR,226336
BTMOEMEP,VBYCLTYZ,498231
BTMOEMEP,VMAQSTJE,12384
BTMOEMEP,VWMBASNE,121648
BTMOEMEP,WBLJNPZQ,86433
BTMOEMEP,WQMVCOEM,1808128
BTMOEMEP,XIFHSOWQ,63487
BTMOEMEP,XIIEJNEE,2875
BTMOEMEP,XUOIQPFL,2011549
BTMOEMEP,YSYHGLQK,2207
BTMOEMEP,ZGJXVMNI,2670930
BTMOEMEP,ZKENOUDA,617736
BUZIIBYG,BJALXPFS,184951
BUZIIBYG,BSRMSVTC,223585
BUZIIBYG,BTMOEMEP,6129556
BUZIIBYG,DJBLNPNC,0
BUZIIBYG,FCYBOAXC,111045612
BUZIIBYG,FDXPMYGF,746
BUZIIBYG,FITUEHWN,101726
BUZIIBYG,FQCLOEXA,1787372
BUZIIBYG,FRHNWLNI,665100
BUZIIBYG,FWUCPMMW,17976
BUZIIBYG,HCDTGMST,574278
BUZIIBYG,HXYSSRXE,5443159
BUZIIBYG,LRVGFDFM,70063442
BUZIIBYG,LSOIUSXD,28569
BUZIIBYG,LUENUFGA,3239164
BUZIIBYG,OGAFEHLU,7246
BUZIIBYG,PYZMVUWD,0
BUZIIBYG,RCBZUSIM,43529
BUZIIBYG,RJGPVEXX,338896
BUZIIBYG,ROACSLMG,2174134
BUZIIBYG,SAHWCZNH,1824823
BUZIIBYG,STZDBITS,28920267
BUZIIBYG,SUOYXCHP,0
BUZIIBYG,UXSPKBJR,229262
BUZIIBYG,WBLJNPZQ,80902
BUZIIBYG,WPQXWHYO,17463503
BUZIIBYG,WQMVCOEM,163736
BUZIIBYG,ZXERAXWP,377646
CCLHWFWF,AHMDUILJ,93477
CCLHWFWF,ATLDMDBO,37815188
CCLHWFWF,DBWLZWNK,986536
CCLHWFWF,DUCMGGNW,602268
CCLHWFWF,FCYBOAXC,107613512
CCLHWFWF,FQCLOEXA,1677216
CCLHWFWF,FWUCPMMW,22355
CCLHWFWF,JSLXRQOK,2537569486
CCLHWFWF,LLHREMKS,48592
CCLHWFWF,LRVGFDFM,145267610
CCLHWFWF,LSOIUSXD,27695
CCLHWFWF,LTOYKIML,567277
CCLHWFWF,MIRCVAMV,54372
CCLHWFWF,OGAFEHLU,1472
CCLHWFWF,QRKRBYJL,2658526
CCLHWFWF,RAWUKQMJ,2335648
CCLHWFWF,VBYCLTYZ,1064304
CCLHWFWF,VUAFAIYJ,212798
CCLHWFWF,VWMBASNE,127972
CCLHWFWF,WBLJNPZQ,52438
CCLHWFWF,WHPUAOID,23768
CCLHWFWF,YSYHGLQK,5238
CCLHWFWF,ZXERAXWP,253711
DBWLZWNK,APQGTRMF,187354
DBWLZWNK,ATLDMDBO,36595461
DBWLZWNK,AXULOHBQ,37363
DBWLZWNK,BJALXPFS,278552
DBWLZWNK,BSRMSVTC,504435
DBWLZWNK,BTMOEMEP,5789082
DBWLZWNK,CCLHWFWF,21663983
DBWLZWNK,DNMPSKTB,4493366
DBWLZWNK,ELQGMQWE,734376
DBWLZWNK,FDXPMYGF,815
DBWLZWNK,FQCLOEXA,1602161
DBWLZWNK,FRHNWLNI,650996
DBWLZWNK,FWUCPMMW,5524
DBWLZWNK,GYHKIVQT,27241228
DBWLZWNK,HXYSSRXE,5388056
DBWLZWNK,IGDVVKUD,185
DBWLZWNK,JBVHSUWY,214250
DBWLZWNK,JPBRUTWP,4160222
DBWLZWNK,KEUWZRKO,109934
DBWLZWNK,LLHREMKS,51822
DBWLZWNK,LRVGFDFM,130564755
DBWLZWNK,LSOIUSXD,41274
DBWLZWNK,OGAFEHLU,3564
DBWLZWNK,QRKRBYJL,2935247
DBWLZWNK,QVLMOEYE,952960
DBWLZWNK,RAWUKQMJ,2494060
DBWLZWNK,RCBZUSIM,42770
DBWLZWNK,SAHWCZNH,1653054
DBWLZWNK,SUOYXCHP,0
DBWLZWNK,UXSPKBJR,230213
DBWLZWNK,VBYCLTYZ,513144
DBWLZWNK,VMAQSTJE,17814
DBWLZWNK,VUAFAIYJ,240188
DBWLZWNK,WBLJNPZQ,80376
DBWLZWNK,WHPUAOID,27033
DBWLZWNK,WQMVCOEM,51695
DBWLZWNK,XUOIQPFL,1824059
DBWLZWNK,ZCELVYQU,26581129
DBWLZWNK,ZGJXVMNI,2488664
DBWLZWNK,ZKENOUDA,601057
DDEXPPXU,BEZYMBBT,3721737
DDEXPPXU,GKQIJYDH,5400956
DDEXPPXU,JERHKLYW,9693
DDEXPPXU,NZKBIBNU,237857
DDEXPPXU,VBYCLTYZ,848348
DDEXPPXU,ZXERAXWP,193232
DEWLVASR,AANGBULD,442247
DEWLVASR,APQGTRMF,131733
DEWLVASR,BEZYMBBT,3754326
DEWLVASR,CCLHWFWF,27490266
DEWLVASR,DNMPSKTB,4543381
DEWLVASR,ELQGMQWE,792331
DEWLVASR,EVBVXETX,8078493
DEWLVASR,FITUEHWN,121124
DEWLVASR,FQCLOEXA,1659664
DEWLVASR,FWUCPMMW,16727
DEWLVASR,GYHKIVQT,29386679
DEWLVASR,IGDVVKUD,69
DEWLVASR,JPBRUTWP,4217805
DEWLVASR,KJNSOAHR,28074990
DEWLVASR,LPHPPJUG,1725110
DEWLVASR,LRVGFDFM,63400547
DEWLVASR,LSOIUSXD,41389
DEWLVASR,LTOYKIML,363526
DEWLVASR,OGAFEHLU,5644
DEWLVASR,OJIFIHMZ,4046474
DEWLVASR,OKMBFVKS,283844
DEWLVASR,RAWUKQMJ,2451738
DEWLVASR,SDWAYPIK,5290609
DEWLVASR,UIFPPCLR,184867
DEWLVASR,VMAQSTJE,2105
DEWLVASR,VUAFAIYJ,242205
DEWLVASR,WPQXWHYO,20154491
DEWLVASR,XIIEJNEE,1573
DEWLVASR,XUOIQPFL,1901151
DEWLVASR,ZCELVYQU,26923482
DEWLVASR,ZGJXVMNI,2576093
DEWLVASR,ZKENOUDA,230683
DEWLVASR,ZXERAXWP,214100
DJBLNPNC,AXULOHBQ,29195
DJBLNPNC,BLANHGYY,457
DJBLNPNC,BSRMSVTC,531343
DJBLNPNC,FDXPMYGF,801
DJBLNPNC,FITUEHWN,574078
DJBLNPNC,HCDTGMST,9757421
DJBLNPNC,JERHKLYW,20269
DJBLNPNC,JPBRUTWP,4519843
DJBLNPNC,KEUWZRKO,111975
DJBLNPNC,LSOIUSXD,260665
DJBLNPNC,LUENUFGA,3561214
DJBLNPNC,MBSBZBXA,5149213
DJBLNPNC,OGAFEHLU,3
DJBLNPNC,PYZMVUWD,0
DJBLNPNC,ROACSLMG,2344283
DJBLNPNC,STZDBITS,27164805
DJBLNPNC,SUOYXCHP,2
DJBLNPNC,TGOELCAG,238344
DJBLNPNC,UGEQLMXM,196703
DJBLNPNC,UIFPPCLR,172405
DJBLNPNC,UQYUIVVR,3421895
DJBLNPNC,UXSPKBJR,227361
DJBLNPNC,VMAQSTJE,6278
DJBLNPNC,VWMBASNE,116845
DJBLNPNC,WBLJNPZQ,72927
DJBLNPNC,WHPUAOID,79319
DJBLNPNC,WQMVCOEM,510949
DJBLNPNC,XIFHSOWQ,50378
DNMPSKTB,AANGBULD,446464
DNMPSKTB,APQGTRMF,186820
DNMPSKTB,ATLDMDBO,36248173
DNMPSKTB,AXULOHBQ,37524
DNMPSKTB,BEZYMBBT,2318435
DNMPSKTB,BJALXPFS,277832
DNMPSKTB,BSRMSVTC,269771
DNMPSKTB,DBWLZWNK,983340
DNMPSKTB,DEWLVASR,667871
DNMPSKTB,DUCMGGNW,652928
DNMPSKTB,ELQGMQWE,741100
DNMPSKTB,EVBVXETX,6260017
DNMPSKTB,FCYBOAXC,111482750
DNMPSKTB,FDXPMYGF,867
DNMPSKTB,FITUEHWN,134192
DNMPSKTB,FQCLOEXA,1890092
DNMPSKTB,FRHNWLNI,698342
DNMPSKTB,GYHKIVQT,28321048
DNMPSKTB,HXYSSRXE,5350469
DNMPSKTB,IGDVVKUD,198
DNMPSKTB,JPBRUTWP,4494111
DNMPSKTB,KJNSOAHR,24537479
DNMPSKTB,LPHPPJUG,1587405
DNMPSKTB,LRVGFDFM,105233097
DNMPSKTB,MIRCVAMV,64303
DNMPSKTB,NZKBIBNU,283512
DNMPSKTB,OGAFEHLU,11844
DNMPSKTB,OKMBFVKS,297643
DNMPSKTB,OXKURKXR,168462
DNMPSKTB,QJQJSWFU,127612
DNMPSKTB,QRKRBYJL,2503665
DNMPSKTB,QVLMOEYE,955940
DNMPSKTB,RAWUKQMJ,3130227
DNMPSKTB,RCBZUSIM,44153
DNMPSKTB,RJGPVEXX,353090
DNMPSKTB,SDWAYPIK,4751827
DNMPSKTB,UGEQLMXM,143098
DNMPSKTB,UIFPPCLR,177527
DNMPSKTB,VBYCLTYZ,509631
DNMPSKTB,VMAQSTJE,23621
DNMPSKTB,VWMBASNE,129329
DNMPSKTB,WBLJNPZQ,86524
DNMPSKTB,WPQXWHYO,9771033
DNMPSKTB,XIFHSOWQ,61503
DNMPSKTB,XIIEJNEE,1493
DNMPSKTB,XUOIQPFL,1902323
DNMPSKTB,ZGJXVMNI,2950536
DNMPSKTB,ZKENOUDA,588703
DUCMGGNW,BLANHGYY,107
DUCMGGNW,FITUEHWN,115645
DUCMGGNW,HCDTGMST,502711
DUCMGGNW,JBVHSUWY,216903
DUCMGGNW,KEUWZRKO,166779
DUCMGGNW,OGAFEHLU,397
DUCMGGNW,RJGPVEXX,342744
DUCMGGNW,STZDBITS,26500648
DUCMGGNW,UXSPKBJR,224747
DUCMGGNW,VMAQSTJE,16203
DUCMGGNW,XIFHSOWQ,63443
DUCMGGNW,ZXERAXWP,338592
ELQGMQWE,AANGBULD,449420
ELQGMQWE,APQGTRMF,228913
ELQGMQWE,BEZYMBBT,3611829
ELQGMQWE,BLANHGYY,62
ELQGMQWE,BUZIIBYG,15856222
ELQGMQWE,DEWLVASR,685995
ELQGMQWE,FITUEHWN,98521
ELQGMQWE,FQCLOEXA,1601665
ELQGMQWE,FTSVTTSR,226927
ELQGMQWE,FWUCPMMW,15652
ELQGMQWE,GKQIJYDH,5593787
ELQGMQWE,GYHKIVQT,27827701
ELQGMQWE,HXYSSRXE,5191101
ELQGMQWE,JSLXRQOK,3490477323
ELQGMQWE,KEUWZRKO,138935
ELQGMQWE,KJNSOAHR,37707453
ELQGMQWE,LLHREMKS,47461
ELQGMQWE,LRVGFDFM,64236332
ELQGMQWE,NAQIHUKZ,304
ELQGMQWE,OKMBFVKS,254151
ELQGMQWE,QRKRBYJL,2753845
ELQGMQWE,SDWAYPIK,5464905
ELQGMQWE,UIFPPCLR,166872
ELQGMQWE,VBYCLTYZ,917982
ELQGMQWE,WBLJNPZQ,88975
ELQGMQWE,WPQXWHYO,20412287
ELQGMQWE,XIIEJNEE,1500
ELQGMQWE,XUOIQPFL,1965811
ELQGMQWE,YSYHGLQK,2340
ELQGMQWE,ZCELVYQU,35345574
ELQGMQWE,ZKENOUDA,211030
ELQGMQWE,ZXERAXWP,198107
EVBVXETX,ATLDMDBO,36482328
EVBVXETX,AXULOHBQ,37436
EVBVXETX,BJALXPFS,192022
EVBVXETX,BLANHGYY,63
EVBVXETX,BSRMSVTC,267480
EVBVXETX,DNMPSKTB,4468145
EVBVXETX,FDXPMYGF,818
EVBVXETX,FQCLOEXA,1835492
EVBVXETX,FRHNWLNI,650145
EVBVXETX,GYHKIVQT,26212211
EVBVXETX,HXYSSRXE,5424192
EVBVXETX,IGDVVKUD,201
EVBVXETX,KEUWZRKO,164580
EVBVXETX,KJNSOAHR,39228029
EVBVXETX,LUENUFGA,3082627
EVBVXETX,MIRCVAMV,61630
EVBVXETX,NZKBIBNU,216181
EVBVXETX,OGAFEHLU,1690
EVBVXETX,PYZMVUWD,0
EVBVXETX,QRKRBYJL,2699180
EVBVXETX,RCBZUSIM,40324
EVBVXETX,RJGPVEXX,334615
EVBVXETX,SAHWCZNH,1693105
EVBVXETX,SDWAYPIK,5012517
EVBVXETX,SUOYXCHP,0
EVBVXETX,UGEQLMXM,161183
EVBVXETX,UXSPKBJR,250567
EVBVXETX,WPQXWHYO,20092252
EVBVXETX,XIFHSOWQ,58338
EVBVXETX,XIPPENFQ,73319
EVBVXETX,ZCELVYQU,219307
EVBVXETX,ZGJXVMNI,2632320
FCYBOAXC,CCLHWFWF,11597198
FCYBOAXC,DBWLZWNK,1057923
FCYBOAXC,DNMPSKTB,4511352
FCYBOAXC,FRHNWLNI,631453
FCYBOAXC,FWUCPMMW,11662
FCYBOAXC,JPBRUTWP,4238026
FCYBOAXC,JSLXRQOK,9367005873
FCYBOAXC,LPHPPJUG,1758164
FCYBOAXC,LRVGFDFM,130498786
FCYBOAXC,LSOIUSXD,28825
FCYBOAXC,QKXNTIIB,1247448
FCYBOAXC,QRKRBYJL,2787229
FCYBOAXC,UGEQLMXM,200391
FCYBOAXC,VUAFAIYJ,238184
FCYBOAXC,WBLJNPZQ,81178
FDXPMYGF,BSRMSVTC,499502
FDXPMYGF,DUCMGGNW,861056
FDXPMYGF,EVBVXETX,6153044
FDXPMYGF,FITUEHWN,614422
FDXPMYGF,FRHNWLNI,651419
FDXPMYGF,HCDTGMST,253
FDXPMYGF,HXYSSRXE,5411267
FDXPMYGF,JERHKLYW,10999
FDXPMYGF,JPBRUTWP,4218760
FDXPMYGF,KEUWZRKO,110599
FDXPMYGF,LUENUFGA,3273171
FDXPMYGF,MIRCVAMV,99326
FDXPMYGF,OGAFEHLU,6423
FDXPMYGF,PYZMVUWD,0
FDXPMYGF,SAHWCZNH,1700608
FDXPMYGF,STZDBITS,27608691
FDXPMYGF,SUOYXCHP,1
FDXPMYGF,TGOELCAG,215700
FDXPMYGF,VMAQSTJE,5632
FDXPMYGF,VWMBASNE,123174
FDXPMYGF,WBLJNPZQ,112475
FDXPMYGF,WPQXWHYO,12869740
FDXPMYGF,WQMVCOEM,462414
FDXPMYGF,XIFHSOWQ,50185
FDXPMYGF,XIPPENFQ,116971
FITUEHWN,IGDVVKUD,34
FITUEHWN,JPBRUTWP,4485859
FITUEHWN,KJNSOAHR,33908169
FITUEHWN,OGAFEHLU,7666
FITUEHWN,PYZMVUWD,0
