leading_item_id,following_item_id,value
BLANHGYY,VUAFAIYJ,10994
BLANHGYY,VWMBASNE,943
BLANHGYY,WBLJNPZQ,11438
BLANHGYY,WPQXWHYO,12852
BLANHGYY,XIFHSOWQ,1788
BLANHGYY,XIPPENFQ,3422
BLANHGYY,XUOIQPFL,16934
BLANHGYY,ZKENOUDA,17636
BLANHGYY,ZXERAXWP,3381
BSRMSVTC,APQGTRMF,16576
BSRMSVTC,BUZIIBYG,0
BSRMSVTC,CCLHWFWF,24310
BSRMSVTC,DJBLNPNC,10461
BSRMSVTC,DUCMGGNW,8953
BSRMSVTC,ELQGMQWE,307
BSRMSVTC,EVBVXETX,37302
BSRMSVTC,FCYBOAXC,0
BSRMSVTC,FITUEHWN,29864
BSRMSVTC,FWUCPMMW,1280
BSRMSVTC,GYHKIVQT,13893
BSRMSVTC,KJNSOAHR,10155
BSRMSVTC,LRVGFDFM,13209
BSRMSVTC,LSOIUSXD,287
BSRMSVTC,LUENUFGA,24537
BSRMSVTC,OXKURKXR,22601
BSRMSVTC,QRKRBYJL,1343
BSRMSVTC,RJGPVEXX,45054
BSRMSVTC,SNHYOVBM,1167
BSRMSVTC,TGOELCAG,9838
BSRMSVTC,UIFPPCLR,1307
BSRMSVTC,VMAQSTJE,20216
BSRMSVTC,VUAFAIYJ,73317
BSRMSVTC,VWMBASNE,16617
BSRMSVTC,WBLJNPZQ,1448
BSRMSVTC,WHPUAOID,25732
BSRMSVTC,WPQXWHYO,19962
BSRMSVTC,WQMVCOEM,4180
BSRMSVTC,XIFHSOWQ,13439
BSRMSVTC,XIPPENFQ,0
BSRMSVTC,XMKRPGLB,22628
BSRMSVTC,XUOIQPFL,1078
BSRMSVTC,YSYHGLQK,1824
BSRMSVTC,ZKENOUDA,18300
BTMOEMEP,AXULOHBQ,186
BTMOEMEP,BEZYMBBT,9108
BTMOEMEP,BSRMSVTC,16981
BTMOEMEP,DBWLZWNK,11240
BTMOEMEP,DDEXPPXU,0
BTMOEMEP,DNMPSKTB,1646
BTMOEMEP,ELQGMQWE,0
BTMOEMEP,EVBVXETX,7530
BTMOEMEP,FDXPMYGF,35918
BTMOEMEP,FQCLOEXA,0
BTMOEMEP,FTSVTTSR,0
BTMOEMEP,GYHKIVQT,16895
BTMOEMEP,HXYSSRXE,0
BTMOEMEP,JBVHSUWY,0
BTMOEMEP,JPBRUTWP,1344
BTMOEMEP,KJNSOAHR,0
BTMOEMEP,LPHPPJUG,48715
BTMOEMEP,LSOIUSXD,10928
BTMOEMEP,LUENUFGA,8734
BTMOEMEP,NZKBIBNU,0
BTMOEMEP,OGAFEHLU,9306
BTMOEMEP,OKMBFVKS,0
BTMOEMEP,QRKRBYJL,574
BTMOEMEP,QVLMOEYE,186
BTMOEMEP,RAWUKQMJ,2621
BTMOEMEP,RCBZUSIM,0
BTMOEMEP,RJGPVEXX,58600
BTMOEMEP,SDWAYPIK,0
BTMOEMEP,UGEQLMXM,10263
BTMOEMEP,UXSPKBJR,10794
BTMOEMEP,WBLJNPZQ,875
BTMOEMEP,WQMVCOEM,10489
BTMOEMEP,XMKRPGLB,10711
BTMOEMEP,XUOIQPFL,5624
BTMOEMEP,ZGJXVMNI,54373
BTMOEMEP,ZKENOUDA,31999
BUZIIBYG,BJALXPFS,1028
BUZIIBYG,FCYBOAXC,11783
BUZIIBYG,FDXPMYGF,0
BUZIIBYG,FQCLOEXA,0
BUZIIBYG,FWUCPMMW,8363
BUZIIBYG,GKQIJYDH,0
BUZIIBYG,HXYSSRXE,10250
BUZIIBYG,LSOIUSXD,15369
BUZIIBYG,ROACSLMG,16981
BUZIIBYG,SAHWCZNH,13902
BUZIIBYG,XIPPENFQ,0
BUZIIBYG,XMKRPGLB,3404
CCLHWFWF,APQGTRMF,0
CCLHWFWF,DBWLZWNK,3782
CCLHWFWF,DUCMGGNW,0
CCLHWFWF,FCYBOAXC,0
CCLHWFWF,FITUEHWN,0
CCLHWFWF,JERHKLYW,5421
CCLHWFWF,JSLXRQOK,18453
CCLHWFWF,LRVGFDFM,0
CCLHWFWF,LSOIUSXD,6657
CCLHWFWF,MIRCVAMV,0
CCLHWFWF,OGAFEHLU,14
CCLHWFWF,UIFPPCLR,3109
CCLHWFWF,UQYUIVVR,869
CCLHWFWF,VBYCLTYZ,8146
CCLHWFWF,VUAFAIYJ,70691
CCLHWFWF,VWMBASNE,1655
CCLHWFWF,WBLJNPZQ,2759
CCLHWFWF,WHPUAOID,32023
CCLHWFWF,XUOIQPFL,7224
CCLHWFWF,ZCELVYQU,8632
CCLHWFWF,ZGJXVMNI,4243
CCLHWFWF,ZXERAXWP,0
DBWLZWNK,AANGBULD,4846
DBWLZWNK,APQGTRMF,3259
DBWLZWNK,AXULOHBQ,9107
DBWLZWNK,BLANHGYY,9824
DBWLZWNK,BSRMSVTC,1001
DBWLZWNK,BTMOEMEP,4845
DBWLZWNK,CCLHWFWF,1795
DBWLZWNK,DJBLNPNC,2377
DBWLZWNK,DUCMGGNW,3188
DBWLZWNK,FQCLOEXA,1128
DBWLZWNK,KAGJCHMR,8090
DBWLZWNK,LLHREMKS,867
DBWLZWNK,LRVGFDFM,724
DBWLZWNK,LUENUFGA,5559
DBWLZWNK,PYZMVUWD,5315
DBWLZWNK,QRKRBYJL,3188
DBWLZWNK,QVLMOEYE,10538
DBWLZWNK,RJGPVEXX,1508
DBWLZWNK,ROACSLMG,8675
DBWLZWNK,VUAFAIYJ,60636
DBWLZWNK,VWMBASNE,0
DBWLZWNK,WBLJNPZQ,688
DBWLZWNK,XIPPENFQ,0
DBWLZWNK,XMKRPGLB,0
DBWLZWNK,XUOIQPFL,1343
DDEXPPXU,BSRMSVTC,248
DDEXPPXU,CCLHWFWF,524
DDEXPPXU,ELQGMQWE,0
DDEXPPXU,JBVHSUWY,24056
DDEXPPXU,LPHPPJUG,36850
DDEXPPXU,LRVGFDFM,0
DDEXPPXU,LTOYKIML,1875
DDEXPPXU,VUAFAIYJ,1301
DDEXPPXU,ZXERAXWP,0
DEWLVASR,BEZYMBBT,10015
DEWLVASR,DJBLNPNC,9977
DEWLVASR,DUCMGGNW,767
DEWLVASR,ELQGMQWE,4712
DEWLVASR,FTSVTTSR,17346
DEWLVASR,IGDVVKUD,11222
DEWLVASR,JERHKLYW,0
DEWLVASR,KJNSOAHR,1217
DEWLVASR,LTOYKIML,16232
DEWLVASR,MBSBZBXA,0
DEWLVASR,SAAYMURU,0
DEWLVASR,UQYUIVVR,1450
DEWLVASR,WQMVCOEM,5294
DJBLNPNC,BLANHGYY,21443
DJBLNPNC,DDEXPPXU,1280
DJBLNPNC,DUCMGGNW,40147
DJBLNPNC,FQCLOEXA,11120
DJBLNPNC,FTSVTTSR,10459
DJBLNPNC,KAGJCHMR,2321
DJBLNPNC,LTOYKIML,20460
DJBLNPNC,NAQIHUKZ,221
DJBLNPNC,OXKURKXR,9598
DJBLNPNC,SDWAYPIK,0
DJBLNPNC,TGOELCAG,1332
DJBLNPNC,UGEQLMXM,31380
DJBLNPNC,UXSPKBJR,2750
DJBLNPNC,VBYCLTYZ,19186
DJBLNPNC,XIPPENFQ,642
DJBLNPNC,ZXERAXWP,11967
DNMPSKTB,AANGBULD,4426
DNMPSKTB,AXULOHBQ,0
DNMPSKTB,BEZYMBBT,16359
DNMPSKTB,BJALXPFS,0
DNMPSKTB,BLANHGYY,2882
DNMPSKTB,BTMOEMEP,11103
DNMPSKTB,DEWLVASR,948
DNMPSKTB,ELQGMQWE,0
DNMPSKTB,EVBVXETX,52475
DNMPSKTB,FCYBOAXC,4677
DNMPSKTB,FDXPMYGF,36730
DNMPSKTB,FITUEHWN,61239
DNMPSKTB,FQCLOEXA,48687
DNMPSKTB,FTSVTTSR,0
DNMPSKTB,GYHKIVQT,15056
DNMPSKTB,HXYSSRXE,5271
DNMPSKTB,JBVHSUWY,946
DNMPSKTB,JPBRUTWP,452
DNMPSKTB,KAGJCHMR,0
DNMPSKTB,KJNSOAHR,48682
DNMPSKTB,LLHREMKS,11847
DNMPSKTB,LPHPPJUG,12618
DNMPSKTB,MBSBZBXA,13902
DNMPSKTB,NZKBIBNU,0
DNMPSKTB,OGAFEHLU,2150
DNMPSKTB,OKMBFVKS,1943
DNMPSKTB,OXKURKXR,3659
DNMPSKTB,QJQJSWFU,8146
DNMPSKTB,QRKRBYJL,0
DNMPSKTB,QVLMOEYE,22984
DNMPSKTB,RAWUKQMJ,317
DNMPSKTB,RCBZUSIM,10390
DNMPSKTB,RJGPVEXX,57440
DNMPSKTB,SDWAYPIK,0
DNMPSKTB,UGEQLMXM,0
DNMPSKTB,VMAQSTJE,11324
DNMPSKTB,VWMBASNE,8922
DNMPSKTB,WBLJNPZQ,0
DNMPSKTB,WHPUAOID,4767
DNMPSKTB,WPQXWHYO,0
DNMPSKTB,XIIEJNEE,3114
DNMPSKTB,XUOIQPFL,5959
DNMPSKTB,YSYHGLQK,9930
DNMPSKTB,ZGJXVMNI,7252
DNMPSKTB,ZKENOUDA,8225
DNMPSKTB,ZXERAXWP,0
DUCMGGNW,FCYBOAXC,6426
DUCMGGNW,FRHNWLNI,2177
DUCMGGNW,JPBRUTWP,13181
DUCMGGNW,LSOIUSXD,9400
DUCMGGNW,OGAFEHLU,2902
DUCMGGNW,RJGPVEXX,36210
DUCMGGNW,SNHYOVBM,0
DUCMGGNW,UGEQLMXM,4642
DUCMGGNW,UIFPPCLR,867
DUCMGGNW,XIFHSOWQ,999
DUCMGGNW,XIPPENFQ,2716
DUCMGGNW,XMKRPGLB,8616
ELQGMQWE,BEZYMBBT,0
ELQGMQWE,DDEXPPXU,2075
ELQGMQWE,FITUEHWN,20
ELQGMQWE,FWUCPMMW,17276
ELQGMQWE,GKQIJYDH,9294
ELQGMQWE,KEUWZRKO,1578
ELQGMQWE,LLHREMKS,7647
ELQGMQWE,LTOYKIML,0
ELQGMQWE,OJIFIHMZ,916
ELQGMQWE,OKMBFVKS,73395
ELQGMQWE,QKXNTIIB,6952
ELQGMQWE,UIFPPCLR,0
ELQGMQWE,VBYCLTYZ,23032
ELQGMQWE,XUOIQPFL,0
ELQGMQWE,YSYHGLQK,9433
ELQGMQWE,ZCELVYQU,0
ELQGMQWE,ZXERAXWP,6447
EVBVXETX,AXULOHBQ,0
EVBVXETX,BLANHGYY,11248
EVBVXETX,BSRMSVTC,17266
EVBVXETX,DNMPSKTB,15630
EVBVXETX,FDXPMYGF,8289
EVBVXETX,FITUEHWN,9318
EVBVXETX,FQCLOEXA,4677
EVBVXETX,FTSVTTSR,0
EVBVXETX,HCDTGMST,0
EVBVXETX,HXYSSRXE,311
EVBVXETX,JBVHSUWY,0
EVBVXETX,JSLXRQOK,2708
EVBVXETX,KAGJCHMR,2090
EVBVXETX,KEUWZRKO,37369
EVBVXETX,KJNSOAHR,0
EVBVXETX,LLHREMKS,0
EVBVXETX,LUENUFGA,54579
EVBVXETX,NZKBIBNU,0
EVBVXETX,OGAFEHLU,15437
EVBVXETX,PYZMVUWD,2694
EVBVXETX,RJGPVEXX,7109
EVBVXETX,SAHWCZNH,20890
EVBVXETX,SDWAYPIK,424
EVBVXETX,UGEQLMXM,16511
EVBVXETX,VMAQSTJE,33481
EVBVXETX,WHPUAOID,0
EVBVXETX,WPQXWHYO,13414
EVBVXETX,XIFHSOWQ,7252
EVBVXETX,XIPPENFQ,7109
EVBVXETX,XMKRPGLB,1324
EVBVXETX,YSYHGLQK,12618
EVBVXETX,ZGJXVMNI,13733
FCYBOAXC,APQGTRMF,0
FCYBOAXC,BSRMSVTC,6897
FCYBOAXC,BTMOEMEP,5316
FCYBOAXC,CCLHWFWF,2270
FCYBOAXC,DNMPSKTB,13642
FCYBOAXC,JERHKLYW,0
FCYBOAXC,JSLXRQOK,8363
FCYBOAXC,KEUWZRKO,0
FCYBOAXC,LRVGFDFM,16195
FCYBOAXC,LSOIUSXD,20220
FCYBOAXC,LUENUFGA,75
FCYBOAXC,NAQIHUKZ,54694
FCYBOAXC,PYZMVUWD,186
FCYBOAXC,UQYUIVVR,14217
FCYBOAXC,VMAQSTJE,0
FCYBOAXC,VUAFAIYJ,713
FCYBOAXC,VWMBASNE,11325
FCYBOAXC,WBLJNPZQ,9941
FCYBOAXC,XIPPENFQ,0
FCYBOAXC,XMKRPGLB,1324
FDXPMYGF,AANGBULD,16528
FDXPMYGF,BEZYMBBT,9970
FDXPMYGF,CCLHWFWF,12224
FDXPMYGF,DNMPSKTB,76402
FDXPMYGF,ELQGMQWE,0
FDXPMYGF,EVBVXETX,18153
FDXPMYGF,FITUEHWN,787
FDXPMYGF,FTSVTTSR,12983
FDXPMYGF,GYHKIVQT,77380
FDXPMYGF,JPBRUTWP,71946
FDXPMYGF,KAGJCHMR,5724
FDXPMYGF,KJNSOAHR,2806
FDXPMYGF,LPHPPJUG,20510
FDXPMYGF,LRVGFDFM,603
FDXPMYGF,LSOIUSXD,19962
FDXPMYGF,OGAFEHLU,560
FDXPMYGF,OKMBFVKS,80707
FDXPMYGF,QRKRBYJL,78606
FDXPMYGF,QVLMOEYE,72230
FDXPMYGF,RAWUKQMJ,75607
FDXPMYGF,RJGPVEXX,0
FDXPMYGF,UGEQLMXM,32628
FDXPMYGF,UIFPPCLR,43442
FDXPMYGF,VBYCLTYZ,81928
FDXPMYGF,VMAQSTJE,0
FDXPMYGF,WBLJNPZQ,16282
FDXPMYGF,WQMVCOEM,82879
FDXPMYGF,XUOIQPFL,54683
FDXPMYGF,ZGJXVMNI,5566
FDXPMYGF,ZKENOUDA,14271
FDXPMYGF,ZXERAXWP,0
FITUEHWN,AANGBULD,8094
FITUEHWN,ATLDMDBO,0
FITUEHWN,CCLHWFWF,12250
FITUEHWN,DJBLNPNC,0
FITUEHWN,FQCLOEXA,23032
FITUEHWN,JBVHSUWY,0
FITUEHWN,JERHKLYW,0
FITUEHWN,JPBRUTWP,17715
FITUEHWN,JSLXRQOK,3020
FITUEHWN,KJNSOAHR,9958
FITUEHWN,LLHREMKS,0
FITUEHWN,LRVGFDFM,6776
FITUEHWN,LSOIUSXD,19758
FITUEHWN,LUENUFGA,3130
FITUEHWN,OGAFEHLU,6288
FITUEHWN,OKMBFVKS,21266
FITUEHWN,UIFPPCLR,0
FITUEHWN,VUAFAIYJ,0
FITUEHWN,WHPUAOID,1617
FITUEHWN,WQMVCOEM,0
FITUEHWN,XMKRPGLB,20031
FQCLOEXA,AHMDUILJ,10506
FQCLOEXA,APQGTRMF,64580
FQCLOEXA,BEZYMBBT,4250
FQCLOEXA,BSRMSVTC,55711
FQCLOEXA,EVBVXETX,0
FQCLOEXA,FITUEHWN,0
FQCLOEXA,FTSVTTSR,8768
FQCLOEXA,IGDVVKUD,10247
FQCLOEXA,KAGJCHMR,10010
FQCLOEXA,KJNSOAHR,2919
FQCLOEXA,LSOIUSXD,4700
FQCLOEXA,LUENUFGA,0
FQCLOEXA,NZKBIBNU,6930
FQCLOEXA,OGAFEHLU,10936
FQCLOEXA,OKMBFVKS,37611
FQCLOEXA,PYZMVUWD,0
FQCLOEXA,QVLMOEYE,33010
FQCLOEXA,ROACSLMG,0
FQCLOEXA,TGOELCAG,0
FQCLOEXA,UGEQLMXM,14458
FQCLOEXA,UIFPPCLR,49390
FQCLOEXA,VMAQSTJE,429
FQCLOEXA,WPQXWHYO,548
FQCLOEXA,XIFHSOWQ,0
FQCLOEXA,XIPPENFQ,0
FQCLOEXA,YSYHGLQK,11259
FQCLOEXA,ZXERAXWP,8471
FRHNWLNI,AANGBULD,0
FRHNWLNI,AXULOHBQ,0
FRHNWLNI,BLANHGYY,9399
FRHNWLNI,DNMPSKTB,0
FRHNWLNI,FWUCPMMW,4970
FRHNWLNI,GYHKIVQT,1357
FRHNWLNI,LSOIUSXD,4874
FRHNWLNI,RCBZUSIM,141
FRHNWLNI,RJGPVEXX,6178
FRHNWLNI,UGEQLMXM,1942
FRHNWLNI,XMKRPGLB,820
FRHNWLNI,ZXERAXWP,0
FTSVTTSR,ATLDMDBO,1324
FTSVTTSR,AXULOHBQ,13521
FTSVTTSR,DEWLVASR,0
FTSVTTSR,DJBLNPNC,0
FTSVTTSR,EVBVXETX,378
FTSVTTSR,FITUEHWN,0
FTSVTTSR,FQCLOEXA,8975
FTSVTTSR,HCDTGMST,0
FTSVTTSR,HXYSSRXE,0
FTSVTTSR,KAGJCHMR,6420
FTSVTTSR,KEUWZRKO,0
FTSVTTSR,LUENUFGA,0
FTSVTTSR,MIRCVAMV,21517
FTSVTTSR,NZKBIBNU,12
FTSVTTSR,PYZMVUWD,44173
FTSVTTSR,UIFPPCLR,5271
FTSVTTSR,UQYUIVVR,10518
FTSVTTSR,WHPUAOID,6467
FTSVTTSR,WPQXWHYO,263
FTSVTTSR,XIFHSOWQ,32600
FTSVTTSR,XIPPENFQ,0
FWUCPMMW,BJALXPFS,21991
FWUCPMMW,FTSVTTSR,20786
FWUCPMMW,QJQJSWFU,20285
FWUCPMMW,RCBZUSIM,16885
FWUCPMMW,ROACSLMG,21467
FWUCPMMW,STZDBITS,17342
FWUCPMMW,UQYUIVVR,38693
FWUCPMMW,VWMBASNE,1251
FWUCPMMW,WBLJNPZQ,19151
FWUCPMMW,XIIEJNEE,2692
FWUCPMMW,ZKENOUDA,9620
GKQIJYDH,BJALXPFS,11877
GKQIJYDH,BLANHGYY,9657
GKQIJYDH,DBWLZWNK,41329
GKQIJYDH,FRHNWLNI,34176
GKQIJYDH,FWUCPMMW,5653
GKQIJYDH,KEUWZRKO,0
GKQIJYDH,LLHREMKS,60759
GKQIJYDH,LUENUFGA,5183
GKQIJYDH,OKMBFVKS,0
GKQIJYDH,QKXNTIIB,8661
GKQIJYDH,SAAYMURU,1239
GKQIJYDH,UXSPKBJR,6952
GKQIJYDH,XIFHSOWQ,119
GKQIJYDH,XIIEJNEE,27115
GKQIJYDH,YSYHGLQK,14528
GKQIJYDH,ZCELVYQU,9505
GKQIJYDH,ZKENOUDA,1222
GYHKIVQT,AANGBULD,13832
GYHKIVQT,AXULOHBQ,0
GYHKIVQT,BEZYMBBT,576
GYHKIVQT,BSRMSVTC,6315
GYHKIVQT,DEWLVASR,6889
GYHKIVQT,DNMPSKTB,1912
GYHKIVQT,ELQGMQWE,0
GYHKIVQT,EVBVXETX,59976
GYHKIVQT,FDXPMYGF,61033
GYHKIVQT,FITUEHWN,0
GYHKIVQT,FQCLOEXA,47852
GYHKIVQT,FTSVTTSR,0
GYHKIVQT,HXYSSRXE,5625
GYHKIVQT,KAGJCHMR,37593
GYHKIVQT,KJNSOAHR,65625
GYHKIVQT,LLHREMKS,6459
GYHKIVQT,LPHPPJUG,14650
GYHKIVQT,LUENUFGA,876
GYHKIVQT,NZKBIBNU,0
GYHKIVQT,OGAFEHLU,0
GYHKIVQT,OKMBFVKS,661
GYHKIVQT,PYZMVUWD,9259
GYHKIVQT,QRKRBYJL,0
GYHKIVQT,QVLMOEYE,4534
GYHKIVQT,RCBZUSIM,1260
GYHKIVQT,RJGPVEXX,1988
GYHKIVQT,SNHYOVBM,6832
GYHKIVQT,UIFPPCLR,499
GYHKIVQT,VMAQSTJE,724
GYHKIVQT,WBLJNPZQ,2797
GYHKIVQT,WHPUAOID,0
GYHKIVQT,WPQXWHYO,59925
GYHKIVQT,WQMVCOEM,0
GYHKIVQT,XIFHSOWQ,214
GYHKIVQT,XIPPENFQ,0
GYHKIVQT,XUOIQPFL,576
GYHKIVQT,YSYHGLQK,0
GYHKIVQT,ZGJXVMNI,21133
GYHKIVQT,ZKENOUDA,0
GYHKIVQT,ZXERAXWP,62764
HCDTGMST,AANGBULD,1068
HCDTGMST,APQGTRMF,40867
HCDTGMST,AXULOHBQ,13496
HCDTGMST,BJALXPFS,1048
HCDTGMST,DNMPSKTB,10155
HCDTGMST,EVBVXETX,5739
HCDTGMST,FDXPMYGF,2830
HCDTGMST,FQCLOEXA,16148
HCDTGMST,FRHNWLNI,0
HCDTGMST,FTSVTTSR,9812
HCDTGMST,GYHKIVQT,0
HCDTGMST,HXYSSRXE,56722
HCDTGMST,JBVHSUWY,9679
HCDTGMST,JPBRUTWP,31833
HCDTGMST,KAGJCHMR,9638
HCDTGMST,LPHPPJUG,521
HCDTGMST,LSOIUSXD,30580
HCDTGMST,LUENUFGA,10591
HCDTGMST,MIRCVAMV,2442
HCDTGMST,NZKBIBNU,10459
HCDTGMST,OGAFEHLU,8244
HCDTGMST,OJIFIHMZ,20149
HCDTGMST,PYZMVUWD,0
HCDTGMST,QKXNTIIB,16605
HCDTGMST,QRKRBYJL,13044
HCDTGMST,QVLMOEYE,40867
HCDTGMST,RAWUKQMJ,20302
HCDTGMST,RCBZUSIM,51003
HCDTGMST,RJGPVEXX,15649
HCDTGMST,SAHWCZNH,13351
HCDTGMST,SDWAYPIK,27547
HCDTGMST,SUOYXCHP,37145
HCDTGMST,UGEQLMXM,0
HCDTGMST,UQYUIVVR,13893
HCDTGMST,VBYCLTYZ,39584
HCDTGMST,WBLJNPZQ,0
HCDTGMST,WPQXWHYO,16512
HCDTGMST,WQMVCOEM,81928
HCDTGMST,XIFHSOWQ,3058
HCDTGMST,XIPPENFQ,9838
HCDTGMST,XMKRPGLB,15039
HCDTGMST,ZGJXVMNI,2508
HCDTGMST,ZKENOUDA,786
HXYSSRXE,AANGBULD,0
HXYSSRXE,AXULOHBQ,3226
HXYSSRXE,BEZYMBBT,0
HXYSSRXE,BSRMSVTC,11058
HXYSSRXE,DNMPSKTB,0
HXYSSRXE,ELQGMQWE,604
HXYSSRXE,EVBVXETX,30751
HXYSSRXE,FDXPMYGF,0
HXYSSRXE,FITUEHWN,0
HXYSSRXE,FQCLOEXA,8289
HXYSSRXE,FTSVTTSR,5551
HXYSSRXE,GYHKIVQT,0
HXYSSRXE,HCDTGMST,0
HXYSSRXE,JBVHSUWY,12848
HXYSSRXE,JPBRUTWP,15641
HXYSSRXE,KAGJCHMR,27115
